bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
1321400		Homo sapiens	Single-Cell Analysis of Placenta Development	spatial|atac|snRNA	developmental|normal		This study aims to generate a comprehensive, high-resolution understanding of the human maternal-fetal interface across gestation during healthy pregnancy. The project will combine large-scale paired 
1373305		Homo sapiens	Identifying senescence and immune biomarkers predictive of benefit to combined CDK4 and checkpoint blockade inhibition in patients with dedifferentiated liposarcoma	scRNA	cancer		This dataset comes from an exploratory correlatives sub-study embedded within NCT04438824, a single-arm, open-label phase II trial evaluating the combination of the CDK4/6 inhibitor palbociclib and th
1181949		Homo sapiens	Droplet Hi-C for Fast and Scalable Profiling of Chromatin Architecture in Single Cells		cancer		Current methods for analyzing chromatin architecture are not readily scalable to heterogeneous tissues. Here we introduce Droplet Hi-C, which uses a commercial microfluidic device for high-throughput,
610095		Homo sapiens	Molecular characterization of bulk and single cell prostate cancer	scRNA	cancer|neurological|normal		Version 1: We performed single-cell RNA-sequencing (scRNA-seq) of fresh biopsies from metastatic castration resistant prostate cancer. Additionally, where available, we performed matched bulk whole ex
672733		Homo sapiens	Single-cell RNA Sequencing data from PBMC subjected to whole blood processing delay	scRNA			Multi-omic profiling of human peripheral blood is increasingly utilized to identify biomarkers and pathophysiologic mechanisms of disease. The importance of these platforms in clinical and translation
850500		Homo sapiens	Single-cell analysis of CD19-specific CAR T cell treatment of relapsed/refractory CD19+ acute lymphoblastic leukemia		cancer		By leveraging single-cell transcriptome and T cell receptor (TCR) sequencing, we aimed to track the transcriptional signatures of chimeric antigen receptor (CAR) T cell clonotypes throughout the cours
387322		Homo sapiens	Homo sapiens	scRNA	cancer		Intratumoral genetic heterogeneity has been characterized across cancers by genome sequencing of bulk tumors, including chronic lymphocytic leukemia (CLL). In order to more accurately identify subclon
1374226		Homo sapiens	Establishing and benchmarking advanced methods to comprehensively characterize somatic genome variation in single human cells				Understanding somatic genomic variation presents unique challenges, primarily stemming from the individual rarity of most somatic mutations across cells in a multicellular organism. Hence, both sensit
1033334		Homo sapiens	Single-cell dynamics of breakthrough toxicities following anakinra prophylaxis for axicabtagene ciloleucel treatment in lymphoma	10x_chromium|scRNA	cancer|neurological|autoimmune|developmental|normal		Chimeric antigen receptor T cells have transformed the treatment of multiple hematologic malignancies, but are limited in application due to treatment-related toxicities. Cytokine release syndrome (CR
615003		Homo sapiens	CLL relapse after allo-HSCT		cancer		We investigated the molecular dynamics driving relapse of chronic lymphocytic leukemia (CLL) following allogeneic hematopoietic stem cell transplant (allo-HSCT) through an integrated analysis of whole
1040404		Homo sapiens	Cellular and Molecular Investigations of Human Hearts	atac|snRNA	cardiovascular|developmental		We aim to discover gene regulatory networks that govern heart morphogenesis in the early fetal heart. To this end, we have performed single-nucleus ATAC-seq on cells derived from 2 human hearts at 15 
1300501	phs001300	Homo sapiens	Single Nuclei Multiome of the NABEC Cerebral Cortex	multiome|atac|snRNA	neurological|normal		We generated paired single nucleus multiome ATAC plus gene expression data in 202 human brain samples from the North American Brain Expression Consortium (NABEC, dbGaP parent study accession phs001300
1211201		Homo sapiens	Multiomic Landscape of Multiple Myeloma Precursor and Relapsed Disease	10x_chromium|multiome|atac	cancer|normal		Multiple myeloma (MM) is a treatable, though incurable, plasma cell malignancy. The molecular mechanisms driving disease onset and the emergence of drug resistance remain elusive. To better characteri
1199597		Homo sapiens	Spatial multi-omics of intratumoral humoral immunity niches associated with tertiary lymphoid structures in pancreatic cancer pathologic responders to immunotherapy.	spatial	cancer		Pancreatic ductal adenocarcinoma (PDAC) is a rapidly progressing cancer that responds poorly to immunotherapies. Intratumoral tertiary lymphoid structures (TLS) have been associated with rare long-ter
1399486		Homo sapiens	Systematic evaluation of single-cell multimodal data integration for comprehensive human reference atlas	atac|snRNA|scRNA	neurological|kidney|normal		We systematically evaluated experimental and computational strategies for integrating multimodal single-cell and single-nucleus genomics data in complex human tissues. Using human renal cortex as the 
681647		Homo sapiens	Interdependencies of Intratumoral Genetic Heterogeneity and the Immune Microenvironment in Chronic Lymphocytic Leukemia	scRNA	cancer		Tumor microenvironment (TME) and somatic mutations drive progression of chronic lymphocytic leukemia (CLL). Integrated bulk and single-cell RNA sequencing (RNA-seq) of paired peripheral blood (PB) and
1024037		Homo sapiens	KRT17High/CXCL8+ tumor cells display both classical and basal features and regulate myeloid infiltration in the pancreatic cancer microenvironment.	scRNA	cancer		Recent studies have uncovered the co-existence of basal and classical subtypes within pancreatic ductal adenocarcinoma (PDAC). We sought to characterize these intermediary cells using single-cell RNA 
706570		Homo sapiens	Single cell RNA-seq analysis of bronchial epithelium in patients with severe SARS-CoV-2 pneumonia	10x_chromium|scRNA	infectious		To test whether airway epithelial and immune cells in patients with severe SARS-CoV-2 pneumonia exhibit specific gene expression signatures (namely interferon-response signature) we have performed bro
267620		Homo sapiens	Homo sapiens				This study aims to assess the technical and biological noise in measured RNA levels in single cells in a number of human tissue types, and to develop analytical tools to address the complexity observe
1422192		Homo sapiens	Multi-omics profiling of genetic and transcriptomic alterations in bladder cancer	scRNA	cancer|normal		This prospective study aimed to explore genetic and transcriptomic alterations in bladder cancer using multi-omics approaches. Samples were obtained from clinical investigators under Center for Cancer
670116		Homo sapiens	HTAN_MCL_PCAPP_Breast_CA		cancer|infectious|normal		The HTAN-MCL Pre-Cancer Atlas Pilot Project (PCAPP) is the result of a collaboration between the seven members of the MCL consortium. Across four organ types, PCAPP's goal is to collect and profile pr
1265215		Homo sapiens	Distinct phenotypes and repertoires of bronchoalveolar and airway mucosal T cells in health and allergic asthma	10x_chromium|scRNA	pulmonary|normal		T cells play a central role in host protection against respiratory pathogens, but a maladaptive T cell response can lead to pulmonary diseases. Defining the biology of protective versus pathogenic T c
953149		Homo sapiens	Single-cell ATAC and RNA sequencing of human breast cancer reveals salient cancer-specific enhancers	atac|scRNA	cancer|neurological|normal		Matched single-cell chromatin accessibility sequencing (scATAC-seq) and single-cell transcriptomic sequencing (scRNA-seq) were performed for 12 human breast tumor samples, 4 normal human mammary reduc
1253789		Homo sapiens	HuBMAP: Penn Center for Multi-scale Molecular Mapping of the Female Reproductive System	spatial	neurological		The female reproductive system, the uterus, fallopian tubes and the ovaries, is a complex interrelated set of organs that is physiologically dynamic and not only important for fertility but critically
666164		Homo sapiens	Peanut oral immunotherapy suppresses clonally distinct subsets of T helper cells	scRNA			Food allergy affects an estimated 8% of children in the US, with increasing severity and global prevalence. Using single-cell RNA sequencing and paired TCR sequencing, we assessed the transcriptomes o
1181948		Homo sapiens	Droplet Hi-C for Fast and Scalable Profiling of Chromatin Architecture in Single Cells		cancer		Current methods for analyzing chromatin architecture are not readily scalable to heterogeneous tissues. Here we introduce Droplet Hi-C, which uses a commercial microfluidic device for high-throughput,
1010448		Homo sapiens	scRNAseq of Human Urothelial Carcinoma	scRNA	cancer		Single-cell RNA sequencing (scRNA-seq) was performed on urothelial carcinoma samples to investigate the association between squamous differentiation and gene expression. Treatment-naive samples, rangi
1172794		Homo sapiens	HIV DAb-seq of ART-treated individuals		neurological|infectious		Despite effective antiretroviral therapy (ART), HIV remains an incurable disease. The latent HIV reservoir is a central obstacle to a cure. It consists of rare CD4+ cells harboring replication-compete
792849		Homo sapiens	Characterizing the role of the immune microenvironment in multiple myeloma progression at a single cell level	scRNA	cancer		The plasma cell disease multiple myeloma (MM) is highly dependent on its bone marrow microenvironment (BMME). Early alterations within the bone marrow microenvironment that contribute to the progressi
